"","N_B_RNA3","N_B_RNA5","M_W_RNA6","N_B_RNA10","N_B_RNA11","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17"
"ENSG00000237782.3",0,0,0,0,0,0,0,0,0
"ENSG00000229563.6",0,3,0,1,2,0,0,0,0
"ENSG00000214282.3",0,0,1,0,0,0,0,0,0
"ENSG00000204915.3",0,0,0,0,0,0,0,0,0
"ENSG00000270069.1",48,170,117,177,68,63,126,29,204
"ENSG00000207870.1",9,12,4,12,1,0,3,2,7
"ENSG00000207725.3",0,0,2,0,0,0,1,3,3
"ENSG00000269902.1",0,45,58,17,18,55,42,4,42
"ENSG00000231566.1",0,8,0,5,0,11,2,0,13
"ENSG00000212347.2",0,0,0,0,0,0,0,0,0
"ENSG00000215286.3",0,0,0,0,0,0,0,0,0
"ENSG00000234613.1",0,0,0,0,0,0,0,0,0
"ENSG00000224701.1",0,0,0,0,0,0,0,0,0
"ENSG00000213100.2",0,1,0,1,2,0,0,0,0
"ENSG00000214009.2",0,0,0,0,0,0,0,0,0
"ENSG00000278838.1",0,0,0,0,0,0,0,0,0
"ENSG00000229145.1",0,0,0,0,1,0,0,0,0
"ENSG00000236751.1",0,0,0,0,0,0,2,0,0
"ENSG00000231235.1",0,0,0,0,0,0,0,0,0
"ENSG00000235587.2",10,0,0,1,6,0,2,2,2
"ENSG00000147121.15",70,476,278,321,595,192,333,216,414
"ENSG00000224072.1",0,0,0,3,2,0,2,0,1
"ENSG00000251192.7",86,439,404,376,600,559,482,156,409
"ENSG00000199226.1",0,2,0,0,4,0,0,0,2
"ENSG00000230844.2",20,105,305,114,225,204,80,179,102
"ENSG00000277721.1",0,0,0,0,0,0,0,0,0
"ENSG00000270499.1",0,0,0,0,0,0,0,0,0
"ENSG00000147119.3",9,25,22,23,35,3,13,8,18
"ENSG00000065923.9",612,4007,5334,3386,6505,5622,2374,5522,3673
"ENSG00000213997.3",6,7,11,12,13,29,7,12,15
"ENSG00000226048.1",3,9,6,4,13,0,11,4,1
"ENSG00000215284.2",2,21,13,14,28,15,28,20,21
"ENSG00000102218.5",77,501,753,449,715,691,337,348,487
"ENSG00000204904.7",0,3,0,2,1,0,4,1,1
"ENSG00000102221.13",227,552,666,487,562,709,306,538,531
"ENSG00000130988.12",111,354,52,62,153,16,158,32,136
"ENSG00000206685.1",10,8,3,0,18,5,20,0,11
"ENSG00000201659.1",0,2,0,6,3,0,2,0,0
"ENSG00000147123.10",185,756,1040,732,1159,229,523,720,601
"ENSG00000182872.15",351,1078,1290,989,1478,652,940,770,1071
"ENSG00000237351.1",0,0,0,0,0,0,0,0,0
"ENSG00000130985.16",1547,5148,7629,4628,6517,3161,3620,3855,4664
"ENSG00000224975.1",25,31,44,35,27,30,47,11,38
"ENSG00000102225.15",441,832,1441,934,1226,537,775,1149,860
"ENSG00000102226.9",458,1376,1001,1044,1053,328,843,355,977
"ENSG00000237623.1",0,0,0,0,0,0,0,0,1
"ENSG00000266158.2",0,0,0,1,0,0,0,0,0
"ENSG00000203402.2",0,0,0,0,0,0,0,0,0
"ENSG00000147117.7",0,32,0,54,9,0,21,3,32
"ENSG00000221459.1",0,0,0,0,0,0,0,0,0
"ENSG00000232009.1",0,0,0,0,0,0,0,0,0
"ENSG00000226556.2",0,0,0,0,0,0,0,0,0
"ENSG00000147124.12",190,761,803,685,1125,1134,525,637,746
"ENSG00000277605.1",0,2,0,0,5,0,1,0,2
"ENSG00000196741.5",2,41,16,48,33,16,24,53,55
"ENSG00000235636.1",1,3,0,0,5,1,1,2,3
"ENSG00000078061.12",338,1056,1290,946,1362,176,759,563,938
"ENSG00000008056.13",0,13,3,13,0,0,8,4,5
"ENSG00000102265.11",994,3428,599,2313,1433,283,1927,564,1582
"ENSG00000263858.1",0,0,0,0,0,0,0,0,0
"ENSG00000283743.1",0,0,0,0,0,0,0,0,0
"ENSG00000126759.13",18,13,13,4,22,11,10,4,5
"ENSG00000126767.17",122,494,645,387,531,179,360,426,440
"ENSG00000126756.11",245,682,980,610,762,442,385,713,717
"ENSG00000267064.1",0,12,14,7,9,0,6,9,22
"ENSG00000187893.10",0,0,0,0,0,0,1,0,0
"ENSG00000224656.1",0,0,0,0,0,0,0,0,0
"ENSG00000229968.1",0,0,0,0,0,0,0,0,0
"ENSG00000188459.4",1,0,1,0,1,1,1,0,0
"ENSG00000197779.13",145,632,303,457,589,500,468,298,633
"ENSG00000224401.2",0,0,0,0,2,0,0,0,0
"ENSG00000147118.11",78,453,246,409,598,608,352,204,493
"ENSG00000221994.10",79,285,231,320,456,269,274,189,365
"ENSG00000171489.10",0,0,0,0,0,0,0,0,0
"ENSG00000277541.1",0,0,0,0,0,0,0,0,0
"ENSG00000171483.13",0,0,0,0,0,0,0,0,0
"ENSG00000171478.7",0,0,0,0,0,0,0,0,0
"ENSG00000230241.1",0,0,0,0,0,0,0,0,0
"ENSG00000233139.1",0,0,0,0,0,0,0,0,0
"ENSG00000201517.1",0,0,0,0,0,0,0,0,0
"ENSG00000225198.1",0,0,0,0,0,0,0,0,0
"ENSG00000238032.1",0,0,0,0,0,0,0,0,0
"ENSG00000165583.14",0,0,0,0,0,0,0,0,0
"ENSG00000234780.1",0,0,0,0,0,0,0,0,0
"ENSG00000252856.1",0,0,0,0,0,0,0,0,0
"ENSG00000204368.6",0,0,0,0,0,0,0,0,0
"ENSG00000231568.1",0,0,0,0,0,0,0,0,0
"ENSG00000229662.2",0,0,0,0,0,0,0,0,0
"ENSG00000126752.7",0,0,2,0,0,0,0,0,0
"ENSG00000232813.1",0,0,0,0,0,0,0,0,0
"ENSG00000241207.1",0,0,0,0,0,0,0,0,0
"ENSG00000237345.1",0,0,0,0,0,0,0,0,0
"ENSG00000204648.11",0,0,0,0,0,0,0,0,0
"ENSG00000234391.1",0,0,0,0,0,0,0,0,0
"ENSG00000227302.1",0,0,0,0,0,0,0,0,0
"ENSG00000230100.1",0,0,0,0,0,0,0,0,0
"ENSG00000270747.1",0,0,0,0,0,0,0,0,0
"ENSG00000165584.15",0,0,0,0,0,0,0,0,0
"ENSG00000225055.1",0,0,0,0,0,0,0,0,0
"ENSG00000234448.1",0,0,0,0,0,0,0,0,0
"ENSG00000268009.5",0,0,0,0,0,0,0,0,0
"ENSG00000269791.5",0,0,0,0,0,0,0,0,0
"ENSG00000231603.1",0,0,0,0,0,0,0,0,0
"ENSG00000231489.1",0,0,0,0,0,0,0,0,0
"ENSG00000235350.1",0,0,0,0,0,0,0,0,0
"ENSG00000226971.1",0,0,0,0,0,0,0,0,0
"ENSG00000017483.14",12,35,12,15,16,0,12,12,15
"ENSG00000068438.14",242,581,557,397,726,459,349,529,534
"ENSG00000224292.1",8,6,2,5,6,7,4,6,2
"ENSG00000102312.21",27,89,123,55,101,4,72,108,78
"ENSG00000147155.10",154,3252,1137,1477,4772,781,2083,596,915
"ENSG00000276823.1",0,3,0,3,4,0,0,0,1
"ENSG00000068354.15",90,240,321,264,290,145,168,192,211
"ENSG00000204620.3",0,2,3,8,9,0,4,2,3
"ENSG00000102317.17",1019,3944,5120,2249,2579,2204,2659,3049,3277
"ENSG00000228343.1",0,0,0,0,0,0,0,0,0
"ENSG00000279528.1",0,15,25,21,13,9,13,24,18
"ENSG00000220125.1",0,0,0,0,0,0,0,0,0
"ENSG00000101940.17",252,838,1760,585,1023,468,700,547,566
"ENSG00000231725.1",0,0,2,0,0,0,0,2,0
"ENSG00000015285.10",68,53,43,39,37,26,80,20,24
"ENSG00000101945.16",65,119,118,95,98,44,68,117,84
"ENSG00000232828.1",7,2,8,5,8,0,4,4,10
"ENSG00000206723.1",0,0,0,0,0,0,0,0,2
"ENSG00000171433.11",0,4,20,2,13,8,5,4,2
"ENSG00000233585.2",0,3,2,14,3,15,3,2,5
"ENSG00000207367.1",0,0,0,1,0,0,0,0,0
"ENSG00000102145.13",0,0,0,0,0,0,0,0,0
"ENSG00000094631.19",429,1067,1211,1022,1475,572,894,770,1116
"ENSG00000187682.2",0,0,1,1,0,0,1,0,0
"ENSG00000102109.8",0,21,21,14,59,26,17,1,5
"ENSG00000126768.12",131,573,741,522,765,91,361,416,448
"ENSG00000102103.15",135,564,888,494,620,836,357,615,485
"ENSG00000102100.15",156,449,834,429,707,158,263,578,526
"ENSG00000102096.9",109,166,162,150,170,68,91,98,115
"ENSG00000068308.13",274,1113,1252,972,1292,747,872,827,978
"ENSG00000279155.1",0,0,0,0,0,0,0,0,0
"ENSG00000223309.1",0,0,0,0,0,0,0,0,0
"ENSG00000102057.9",32,35,9,26,21,22,23,12,16
"ENSG00000068400.13",412,918,1152,955,1390,895,1368,624,1155
"ENSG00000068323.16",279,660,854,563,676,330,523,467,650
"ENSG00000147144.12",82,234,344,226,263,90,220,171,222
"ENSG00000243279.3",9,42,30,21,34,1,39,12,51
"ENSG00000196998.17",155,697,1265,837,1015,381,658,654,749
"ENSG00000206936.1",0,0,0,0,0,0,0,0,0
"ENSG00000068394.10",223,486,519,477,534,397,332,358,495
"ENSG00000265033.2",0,0,0,0,0,0,0,0,0
"ENSG00000280116.2",0,9,0,11,3,0,1,1,7
"ENSG00000269313.5",11,43,79,69,61,36,53,71,49
"ENSG00000279422.1",0,1,0,0,0,0,0,0,1
"ENSG00000102007.10",210,1091,274,835,672,65,638,190,1011
"ENSG00000012211.12",60,120,83,113,141,54,106,35,90
"ENSG00000102003.10",1,20,206,11,58,157,14,20,16
"ENSG00000237341.1",0,0,0,0,2,0,0,0,1
"ENSG00000102001.12",5,7,2,5,1,0,11,0,3
"ENSG00000230216.1",0,1,0,3,0,0,1,0,0
"ENSG00000101997.12",100,400,565,438,606,176,374,290,301
"ENSG00000049768.14",5,11,2,7,4,0,18,0,7
"ENSG00000049769.12",39,100,46,27,55,21,50,32,48
"ENSG00000270012.1",24,24,14,22,30,26,17,47,32
"ENSG00000215274.5",0,0,0,2,0,0,2,0,0
"ENSG00000224659.2",0,0,0,0,0,0,0,0,0
"ENSG00000274274.1",0,0,0,0,0,0,0,0,0
"ENSG00000275113.1",0,0,0,0,0,0,0,0,0
"ENSG00000236737.1",0,0,0,0,0,0,0,0,0
"ENSG00000237671.3",0,0,0,0,0,0,0,0,0
"ENSG00000227488.2",0,0,0,0,0,0,0,0,0
"ENSG00000236362.8",0,0,0,0,0,0,0,0,0
"ENSG00000216649.3",0,0,0,0,0,0,0,0,0
"ENSG00000215269.5",0,0,0,0,0,0,0,0,0
"ENSG00000224902.5",0,0,0,0,0,0,0,0,0
"ENSG00000205777.17",0,0,0,0,0,0,0,0,0
"ENSG00000189064.8",0,0,0,0,0,0,0,0,0
"ENSG00000213856.3",1,1,2,2,3,0,0,2,3
"ENSG00000227391.1",0,0,0,1,0,0,0,0,0
"ENSG00000068985.4",0,0,0,0,0,0,0,0,0
"ENSG00000101951.16",224,454,299,96,81,186,518,39,127
"ENSG00000234390.4",9,51,34,32,52,23,21,16,45
"ENSG00000273820.1",52,132,167,104,137,218,74,108,156
"ENSG00000220132.1",0,0,0,0,0,0,0,0,0
"ENSG00000171365.16",105,360,531,327,828,391,236,528,528
"ENSG00000201341.1",0,0,0,0,0,0,0,0,0
"ENSG00000207758.1",0,0,1,0,0,0,0,0,0
"ENSG00000207768.3",0,0,0,0,0,0,0,0,0
"ENSG00000207785.1",0,0,0,0,0,0,2,0,0
"ENSG00000208015.1",0,0,0,0,0,0,0,0,0
"ENSG00000211538.1",0,0,0,0,0,0,1,0,0
"ENSG00000239057.2",0,0,0,2,5,0,0,0,0
"ENSG00000207970.3",0,0,0,0,0,0,0,0,0
"ENSG00000272080.1",0,0,0,0,0,0,0,0,0
"ENSG00000181977.3",0,0,0,0,0,0,0,0,0
"ENSG00000202495.1",0,0,0,0,0,0,0,0,0
"ENSG00000147081.14",0,0,0,0,1,0,1,0,0
"ENSG00000147082.17",0,26,80,7,66,47,18,41,8
"ENSG00000274588.1",0,1,2,4,2,4,0,0,1
"ENSG00000158352.15",182,442,125,321,183,115,248,88,448
"ENSG00000222303.1",0,0,0,0,0,0,0,0,0
"ENSG00000226881.5",0,1,1,5,0,0,0,1,0
"ENSG00000130385.5",0,0,0,0,0,0,0,0,0
"ENSG00000238190.1",0,0,0,0,0,0,0,0,0
"ENSG00000227493.1",0,0,0,0,0,0,0,0,0
"ENSG00000230926.1",0,0,0,0,0,0,0,0,0
"ENSG00000230317.1",0,1,0,0,2,0,2,3,0
"ENSG00000237926.1",0,0,0,0,0,0,0,0,0
"ENSG00000122824.10",143,622,121,193,263,102,267,68,190
"ENSG00000229151.1",20,0,2,10,3,0,7,3,2
"ENSG00000226530.1",8,7,1,15,19,21,14,2,26
"ENSG00000187690.3",0,2,0,0,2,0,3,0,1
"ENSG00000196368.4",71,214,124,209,251,68,270,1459,299
"ENSG00000234766.1",0,0,0,0,0,0,1,2,5
"ENSG00000224109.3",0,0,0,0,4,0,6,32,0
"ENSG00000283093.1",0,0,0,0,0,0,0,0,0
"ENSG00000223591.5",0,0,0,0,0,0,0,0,0
"ENSG00000189369.8",65,371,169,345,535,511,230,404,378
"ENSG00000179222.17",1109,5710,5405,4000,6690,1591,3001,5300,4820
"ENSG00000236576.1",0,57,17,49,45,72,40,39,87
"ENSG00000252377.1",0,0,0,0,0,0,0,0,0
"ENSG00000228827.1",0,0,0,0,0,0,0,0,0
"ENSG00000232951.1",0,0,0,0,0,0,0,1,0
"ENSG00000237528.1",0,0,0,0,0,0,0,0,0
"ENSG00000232562.1",0,0,0,0,0,0,0,0,0
"ENSG00000182776.4",0,0,0,0,0,0,0,0,0
"ENSG00000279750.3",0,0,0,0,0,0,0,0,0
"ENSG00000187243.16",5,1,1,6,0,2,2,1,0
"ENSG00000221705.1",0,0,0,0,0,0,0,0,0
"ENSG00000154545.16",1,0,0,0,0,0,2,0,2
"ENSG00000221475.1",0,0,0,0,0,0,0,0,0
"ENSG00000179028.4",0,0,0,0,0,0,0,0,0
"ENSG00000276474.1",0,0,0,0,0,0,0,0,0
"ENSG00000275335.1",0,0,0,0,0,0,0,0,0
"ENSG00000155622.6",0,0,0,0,0,0,0,0,0
"ENSG00000225957.1",0,0,0,0,0,0,0,0,0
"ENSG00000276897.1",0,0,0,0,0,0,0,0,0
"ENSG00000224556.2",0,0,0,0,0,0,0,0,0
"ENSG00000250084.1",0,0,0,0,0,0,0,0,0
"ENSG00000278358.1",0,0,0,0,0,0,0,0,0
"ENSG00000278160.1",0,0,0,0,0,0,0,0,0
"ENSG00000275643.1",2,0,0,0,0,0,0,0,0
"ENSG00000204379.10",0,0,0,0,0,0,0,0,0
"ENSG00000223395.2",0,0,0,0,0,0,0,0,0
"ENSG00000204382.11",0,0,0,0,0,0,0,0,0
"ENSG00000277289.1",0,0,0,0,0,0,0,0,0
"ENSG00000227058.1",0,0,0,0,0,0,0,0,0
"ENSG00000231593.1",0,0,0,0,0,0,0,0,0
"ENSG00000228771.1",0,0,0,0,0,0,0,0,0
"ENSG00000185319.5",0,0,0,0,0,0,0,0,0
"ENSG00000197185.7",0,0,0,0,0,0,0,0,0
"ENSG00000234792.1",0,0,0,0,0,0,0,0,0
"ENSG00000157965.11",0,0,0,0,0,0,0,0,0
"ENSG00000187754.8",0,0,0,0,0,0,0,0,0
"ENSG00000228354.1",0,0,0,1,0,0,0,0,2
"ENSG00000222608.1",0,0,0,0,0,0,0,0,0
"ENSG00000225508.1",0,0,0,0,0,0,0,0,0
"ENSG00000237275.1",0,0,0,0,0,0,0,0,0
"ENSG00000241476.8",0,0,0,0,0,0,0,0,0
"ENSG00000223958.1",0,0,0,0,0,0,0,0,0
"ENSG00000225397.1",0,0,0,0,0,0,0,0,0
"ENSG00000229826.2",0,0,0,0,0,0,0,0,0
"ENSG00000268447.5",0,0,0,0,0,0,0,0,0
"ENSG00000269281.2",0,0,0,0,0,0,0,0,0
"ENSG00000226867.1",0,0,0,0,0,0,0,0,0
"ENSG00000204363.4",0,0,0,0,0,0,0,0,0
"ENSG00000229885.1",0,0,0,0,0,0,0,0,0
"ENSG00000171405.12",0,0,0,0,0,0,0,0,0
"ENSG00000196395.7",0,0,0,0,0,0,0,0,0
"ENSG00000224781.1",1,6,3,1,2,3,1,2,0
"ENSG00000171402.14",0,0,0,0,0,0,0,0,0
"ENSG00000179304.16",0,0,0,0,0,0,0,0,0
"ENSG00000268350.7",12,5,3,1,8,5,0,9,11
"ENSG00000184194.5",23,55,20,62,29,0,40,5,27
"ENSG00000270497.1",0,0,0,0,0,0,0,0,0
"ENSG00000184205.14",758,899,547,1148,800,605,2302,266,1255
"ENSG00000234019.1",0,0,0,0,0,0,0,0,0
"ENSG00000232593.7",140,334,280,404,547,422,507,317,625
"ENSG00000235224.1",0,0,0,0,0,0,0,0,0
"ENSG00000231340.1",0,0,0,1,0,0,0,1,0
"ENSG00000227329.2",0,0,0,0,0,0,0,0,2
"ENSG00000126012.11",752,2163,3067,2139,2423,1259,1687,2198,2209
"ENSG00000276575.1",0,0,1,0,0,0,0,0,0
"ENSG00000277474.1",0,0,0,0,0,0,0,0,0
"ENSG00000235262.1",1,1,9,6,3,0,13,5,13
"ENSG00000124313.14",141,306,401,301,363,144,278,117,302
"ENSG00000226299.2",0,0,0,0,0,0,0,0,0
"ENSG00000207408.1",0,0,0,0,0,0,1,0,0
"ENSG00000236571.1",0,0,0,0,0,0,0,0,0
"ENSG00000234413.1",0,0,0,0,0,0,0,0,0
"ENSG00000072501.17",734,2253,2989,1912,3262,3176,1706,2156,2380
"ENSG00000278204.1",0,0,0,0,0,0,0,0,0
"ENSG00000158423.16",8,28,96,26,56,38,17,16,25
"ENSG00000072506.12",172,652,1118,667,881,559,378,868,635
"ENSG00000233250.1",0,0,1,2,0,0,0,1,2
"ENSG00000235416.1",0,0,0,0,0,0,0,0,0
"ENSG00000199422.1",0,0,0,1,0,0,0,0,0
"ENSG00000086758.15",4694,12438,15303,11331,15561,15640,9882,14162,15210
"ENSG00000271886.1",5,0,1,1,4,1,1,0,1
"ENSG00000208012.1",0,0,0,0,0,0,0,0,0
"ENSG00000224735.1",0,0,0,0,0,0,0,0,0
"ENSG00000226110.2",0,0,0,0,0,0,0,0,0
"ENSG00000229037.2",0,0,0,0,0,0,0,0,1
"ENSG00000235916.1",2,0,0,1,0,1,0,0,0
"ENSG00000201618.1",0,0,0,0,0,0,0,0,0
"ENSG00000172943.19",730,1628,5868,1983,3069,2937,1524,1600,2386
"ENSG00000184083.11",193,530,574,499,654,366,423,262,586
"ENSG00000224949.2",0,0,0,0,0,0,0,0,0
"ENSG00000196632.10",99,666,1872,755,1583,1495,552,165,1852
"ENSG00000234566.1",0,0,0,0,0,0,0,0,0
"ENSG00000207104.1",0,0,0,0,0,0,0,0,0
"ENSG00000158526.7",177,509,888,622,795,473,544,402,754
"ENSG00000102302.7",85,154,165,116,96,18,131,98,126
"ENSG00000130119.15",250,587,921,672,926,588,465,1018,778
"ENSG00000215197.4",0,0,0,0,0,0,0,0,0
"ENSG00000102313.8",16,99,110,61,123,83,81,5,46
"ENSG00000102316.16",1675,11607,7521,8431,14233,2179,6029,3090,8420
"ENSG00000221716.1",23,200,121,90,60,36,635,45,74
"ENSG00000275387.1",0,0,0,0,0,0,0,0,0
"ENSG00000067445.20",114,299,45,156,149,26,348,27,185
"ENSG00000221750.1",0,0,0,0,0,0,0,0,0
"ENSG00000158571.10",0,17,12,16,26,1,2,6,7
"ENSG00000169188.4",114,469,429,393,441,188,266,333,437
"ENSG00000158578.20",0,1,7,3,2,0,1,0,0
"ENSG00000278283.1",0,0,0,0,0,0,0,0,0
"ENSG00000234466.1",0,0,0,0,0,0,0,0,0
"ENSG00000238269.8",0,0,1,2,0,0,6,0,0
"ENSG00000234068.6",0,4,0,0,3,0,0,0,1
"ENSG00000278319.1",0,0,0,0,0,0,0,0,0
"ENSG00000276929.1",0,0,0,0,0,0,0,0,0
"ENSG00000182518.13",93,221,336,140,361,318,150,194,221
"ENSG00000186678.7",0,0,0,0,0,0,0,0,0
"ENSG00000229760.1",0,0,0,0,0,0,0,0,0
"ENSG00000231947.1",0,0,0,0,0,0,0,0,0
"ENSG00000238047.1",0,0,0,0,0,0,0,0,0
"ENSG00000256045.2",84,24,27,35,28,13,59,65,27
"ENSG00000158639.12",0,4,0,0,0,0,0,0,0
"ENSG00000204279.7",0,0,0,0,0,0,0,0,0
"ENSG00000232765.6",0,0,0,0,0,0,0,0,0
"ENSG00000283334.1",0,0,0,0,0,0,0,0,0
"ENSG00000266328.3",0,0,0,0,0,0,0,0,0
"ENSG00000187601.4",151,2957,4394,881,4828,2750,686,1363,1002
"ENSG00000247746.4",37,252,162,141,427,517,117,285,199
"ENSG00000277516.1",0,0,0,0,0,0,0,0,0
"ENSG00000200635.1",0,0,0,0,0,0,0,0,0
"ENSG00000235136.1",0,0,0,0,0,0,0,0,0
"ENSG00000189299.6",0,0,0,0,0,0,0,0,0
"ENSG00000229594.1",0,0,0,0,0,0,0,0,0
"ENSG00000169164.7",0,0,0,0,0,6,0,0,0
"ENSG00000083750.12",161,818,854,586,988,846,576,697,670
"ENSG00000227486.1",0,23,28,39,46,3,24,22,23
"ENSG00000214745.2",28,11,16,33,22,7,20,3,15
"ENSG00000102349.17",77,410,96,340,297,152,241,89,271
"ENSG00000234135.2",1,0,0,0,0,0,0,1,0
"ENSG00000188021.8",379,1753,1743,1469,2134,974,1341,1102,1685
"ENSG00000230105.1",1,0,6,7,0,0,3,1,2
"ENSG00000204272.12",133,402,446,342,417,445,217,230,367
"ENSG00000237748.1",20,4,2,1,3,7,1,3,1
"ENSG00000204271.12",128,728,544,755,718,371,542,757,791
"ENSG00000224799.1",0,0,0,0,0,0,0,0,0
"ENSG00000237708.1",0,0,1,0,7,0,2,0,0
"ENSG00000186787.8",0,77,58,34,50,66,26,56,47
"ENSG00000226310.1",0,36,20,13,13,39,21,19,24
"ENSG00000147059.8",0,1,0,0,0,0,0,1,1
"ENSG00000231765.1",0,8,3,4,7,11,8,2,3
"ENSG00000165591.6",79,660,813,708,942,653,434,389,870
"ENSG00000231831.1",3,0,1,0,1,1,0,1,0
"ENSG00000198455.4",97,671,811,514,908,761,454,499,671
"ENSG00000215174.2",0,6,0,1,0,0,2,3,1
"ENSG00000227427.1",0,0,0,0,0,0,0,0,0
"ENSG00000198205.6",78,304,349,310,393,241,237,205,335
"ENSG00000228004.1",6,0,0,0,0,0,0,0,0
"ENSG00000235124.1",0,0,0,0,0,0,0,0,0
"ENSG00000236852.1",0,2,0,1,1,0,3,0,1
"ENSG00000235170.1",0,0,0,0,0,0,0,0,0
"ENSG00000228182.1",0,0,0,0,0,0,0,0,0
"ENSG00000234570.1",0,0,0,0,0,0,0,0,0
"ENSG00000277499.1",0,0,0,0,0,0,0,0,0
"ENSG00000230823.3",0,0,4,0,7,3,2,2,3
"ENSG00000235437.7",198,545,589,516,871,540,464,390,574
"ENSG00000186767.6",70,252,539,267,588,365,246,485,245
"ENSG00000233661.1",0,0,0,0,0,0,0,0,0
"ENSG00000131089.15",547,1413,755,821,1048,644,705,702,875
"ENSG00000231729.1",0,4,1,4,5,0,1,0,2
"ENSG00000236813.1",8,0,0,0,0,0,0,1,0
"ENSG00000222532.1",0,0,0,0,0,0,0,0,0
"ENSG00000232794.1",0,0,1,1,0,1,0,0,0
"ENSG00000226010.1",0,26,11,24,41,3,18,15,28
"ENSG00000184675.10",183,348,360,340,363,119,279,627,328
"ENSG00000244006.3",0,0,1,1,2,0,7,2,1
"ENSG00000198881.9",0,8,1,1,6,16,2,4,7
"ENSG00000102043.15",44,155,96,147,112,75,65,36,148
"ENSG00000213754.2",13,23,9,18,19,34,17,5,10
"ENSG00000283349.3",0,0,0,0,0,0,0,0,0
"ENSG00000230889.2",0,0,0,1,0,0,0,0,0
"ENSG00000227261.1",0,0,0,0,0,0,0,0,0
"ENSG00000226502.2",0,0,0,0,0,0,2,0,0
"ENSG00000225814.1",1,0,0,0,0,0,0,0,0
"ENSG00000236982.1",0,0,0,0,0,0,0,0,0
"ENSG00000126970.15",29,196,104,184,275,85,117,264,213
"ENSG00000237971.1",0,0,0,0,0,0,0,0,0
"ENSG00000225569.1",4,20,8,32,33,0,28,4,41
"ENSG00000231857.1",0,0,0,0,0,0,0,0,0
"ENSG00000237963.1",0,0,0,0,0,0,0,0,0
"ENSG00000102053.12",64,168,53,171,308,167,172,93,204
"ENSG00000228158.2",1,11,11,7,9,10,5,17,14
"ENSG00000227534.1",0,3,1,12,0,0,7,1,4
"ENSG00000001497.16",267,573,879,489,746,554,416,646,575
"ENSG00000227942.1",0,0,0,0,0,0,0,0,0
"ENSG00000147065.16",1366,3641,2003,1724,1477,1942,2008,1035,1875
"ENSG00000231809.4",0,0,0,0,0,0,1,0,0
"ENSG00000276689.1",0,1,0,0,0,0,0,0,0
"ENSG00000233833.1",0,0,0,0,0,0,0,0,1
"ENSG00000230039.1",0,0,0,0,1,3,2,2,3
"ENSG00000217835.3",4,0,0,1,1,0,1,3,4
"ENSG00000237311.1",0,0,0,0,0,0,0,0,1
"ENSG00000274536.6",14,7,2,8,7,4,8,5,15
"ENSG00000284567.1",0,0,0,0,0,0,0,0,0
"ENSG00000155659.14",11,56,89,44,52,50,68,63,60
"ENSG00000215168.2",0,0,0,0,0,0,0,0,0
"ENSG00000237294.1",3,0,0,0,1,0,0,0,0
"ENSG00000089472.16",360,923,237,232,105,129,490,159,313
"ENSG00000231356.1",0,0,0,0,0,0,0,0,0
"ENSG00000226820.2",0,0,0,0,0,0,0,0,0
"ENSG00000235892.1",0,0,0,0,0,0,0,0,0
"ENSG00000131080.14",51,242,99,124,257,49,117,56,225
"ENSG00000222667.1",0,0,1,0,0,6,0,0,0
"ENSG00000226280.2",0,0,0,0,0,0,0,0,0
"ENSG00000233710.1",0,0,0,0,0,0,0,0,0
"ENSG00000169083.16",1369,8127,11060,6177,11320,9437,5106,6665,6793
"ENSG00000234201.1",0,0,0,0,0,0,1,2,0
"ENSG00000260118.1",0,46,84,19,90,88,23,31,18
"ENSG00000079482.12",436,5961,6261,4044,7543,3242,2325,1617,2372
"ENSG00000228328.2",20,75,25,39,60,24,31,7,32
"ENSG00000252145.1",0,13,2,10,11,0,3,0,2
"ENSG00000228125.2",0,0,0,0,0,0,0,0,0
"ENSG00000206646.1",0,0,0,0,0,0,0,0,0
"ENSG00000225925.1",0,0,0,0,0,0,0,0,0
"ENSG00000181704.11",283,3803,4692,3078,7073,3595,1818,2424,3704
"ENSG00000206747.1",0,0,0,0,0,0,0,0,0
"ENSG00000236735.3",0,5,1,4,0,0,9,3,2
"ENSG00000234463.1",0,0,0,0,0,0,0,0,0
"ENSG00000130052.13",290,266,115,103,132,44,228,62,180
"ENSG00000232267.1",0,0,0,0,0,0,0,0,0
"ENSG00000213740.2",1,2,2,2,2,1,1,0,1
"ENSG00000090776.5",241,586,131,387,271,36,349,114,422
"ENSG00000181191.11",185,701,423,655,743,598,474,335,694
"ENSG00000172186.7",0,0,0,1,0,0,0,0,0
"ENSG00000215162.1",0,0,0,0,0,0,0,0,0
"ENSG00000231706.2",0,0,0,0,0,0,0,0,0
"ENSG00000130054.4",21,142,318,95,224,131,52,173,107
"ENSG00000228160.1",0,0,0,0,0,0,0,0,0
"ENSG00000158813.17",46,233,637,269,459,356,148,56,505
"ENSG00000272351.1",0,0,0,0,0,0,0,0,0
"ENSG00000285776.1",0,0,0,0,0,0,0,0,0
"ENSG00000212434.2",0,2,1,0,4,18,0,0,2
"ENSG00000233229.1",2,0,0,0,1,0,0,0,0
"ENSG00000211991.4",0,0,1,0,0,0,0,0,0
"ENSG00000147160.9",0,0,0,1,0,0,0,0,0
"ENSG00000189401.2",0,0,0,0,0,0,0,0,0
"ENSG00000226579.1",0,0,0,0,0,0,0,0,1
