"","M_W_RNA6","N_W_RNA7","M_W_RNA12","N_W_RNA13","M_W_RNA14","N_W_RNA15","M_W_RNA16","M_W_RNA17","N_W_RNA18"
"ENSG00000263343.1",1,0,0,0,1,0,0,1,0
"ENSG00000262366.1",0,0,0,0,0,0,0,0,0
"ENSG00000089280.18",2010,2165,1535,2601,1632,2761,1313,1931,2991
"ENSG00000260304.1",0,1,0,1,1,0,0,0,0
"ENSG00000260060.1",2,9,0,8,4,10,3,1,5
"ENSG00000103490.13",20,103,0,62,105,72,23,83,125
"ENSG00000261359.2",0,3,0,6,2,9,2,2,8
"ENSG00000177238.13",17,0,0,4,1,0,0,0,0
"ENSG00000169900.7",0,0,0,1,5,0,0,0,0
"ENSG00000169896.17",92,161,44,135,130,86,62,107,234
"ENSG00000140678.16",185,206,86,324,251,151,157,143,395
"ENSG00000261245.2",0,0,0,0,0,0,0,0,0
"ENSG00000156886.11",2,0,9,4,0,4,12,1,1
"ENSG00000260757.1",0,0,0,0,0,0,0,0,0
"ENSG00000156885.5",7,0,0,0,0,0,0,0,0
"ENSG00000277543.1",0,0,0,0,1,2,0,0,1
"ENSG00000176723.9",6,28,17,35,20,23,14,38,21
"ENSG00000261474.1",56,48,47,61,40,47,47,46,35
"ENSG00000260267.1",455,289,139,368,285,354,370,291,317
"ENSG00000140691.16",178,112,44,183,79,154,68,84,134
"ENSG00000280132.1",1,3,0,2,3,10,0,7,7
"ENSG00000140682.18",93,294,61,220,327,265,50,194,141
"ENSG00000140675.12",1,4,0,0,0,0,0,2,3
"ENSG00000260740.2",0,0,0,1,0,0,0,1,0
"ENSG00000140688.16",2838,2919,954,2252,1554,2617,1535,1718,1974
"ENSG00000260625.2",15,22,1,9,11,13,24,16,6
"ENSG00000169877.9",1,0,0,0,0,0,1,1,0
"ENSG00000261648.1",0,0,0,0,0,0,0,0,0
"ENSG00000213547.3",0,0,0,0,0,0,0,0,0
"ENSG00000261475.2",0,0,0,0,0,0,0,0,0
"ENSG00000260883.1",0,0,0,0,0,0,0,0,0
"ENSG00000261741.5",0,0,0,0,0,0,0,0,0
"ENSG00000278885.1",0,0,0,0,0,0,0,0,0
"ENSG00000261614.1",2,0,2,1,0,1,2,0,0
"ENSG00000260010.1",0,0,0,3,0,0,0,0,0
"ENSG00000237185.1",0,0,0,0,0,0,0,0,0
"ENSG00000260631.1",0,0,0,0,0,0,0,0,0
"ENSG00000260472.1",0,0,0,0,0,0,0,0,0
"ENSG00000260568.1",0,0,0,0,0,0,0,0,0
"ENSG00000131797.12",338,337,95,453,342,424,129,360,630
"ENSG00000276867.1",5,6,0,5,3,2,0,4,9
"ENSG00000261731.2",1,0,0,0,0,0,0,0,0
"ENSG00000197302.10",998,1526,1534,921,873,935,658,1078,1049
"ENSG00000259810.2",4,7,5,5,6,2,1,7,1
"ENSG00000260722.1",0,0,0,0,0,0,0,0,0
"ENSG00000261457.3",0,0,0,1,0,0,0,1,0
"ENSG00000180663.5",0,0,0,0,0,0,0,0,0
"ENSG00000261284.2",0,0,0,0,0,0,0,0,0
"ENSG00000259874.1",0,0,0,0,0,0,0,0,0
"ENSG00000185947.14",598,957,1146,537,589,673,586,749,771
"ENSG00000259950.1",0,0,0,0,0,0,0,0,0
"ENSG00000261289.2",0,0,0,0,0,0,0,1,0
"ENSG00000197476.3",0,4,0,0,0,1,0,0,0
"ENSG00000260218.1",0,0,0,0,0,0,0,0,0
"ENSG00000260628.5",1,4,0,4,2,1,0,2,2
"ENSG00000261727.2",0,0,0,2,0,0,0,0,0
"ENSG00000261704.2",0,0,0,0,0,0,0,0,0
"ENSG00000223931.2",0,0,0,0,0,0,0,0,0
"ENSG00000260048.2",0,0,0,0,0,0,0,0,0
"ENSG00000270472.2",0,0,0,0,0,0,0,0,0
"ENSG00000230267.7",0,3,0,9,4,2,0,0,0
"ENSG00000260584.1",0,0,0,0,0,0,0,0,0
"ENSG00000279997.1",0,0,0,0,0,0,0,0,0
"ENSG00000260847.1",0,0,0,0,0,0,0,0,0
"ENSG00000260649.1",0,0,0,0,0,0,0,0,0
"ENSG00000260540.2",0,0,0,0,0,0,0,0,0
"ENSG00000260344.2",0,0,0,0,0,0,0,0,0
"ENSG00000260575.1",0,0,0,0,0,0,0,0,0
"ENSG00000205456.11",0,0,0,2,0,0,0,1,0
"ENSG00000260402.1",0,0,0,0,0,0,0,0,0
"ENSG00000259822.2",0,0,0,0,0,0,0,0,0
"ENSG00000261127.2",0,0,0,0,0,0,0,0,0
"ENSG00000260516.2",0,0,0,0,0,0,0,0,0
"ENSG00000260327.2",0,0,0,0,0,0,0,0,0
"ENSG00000260866.1",0,0,0,0,0,0,0,0,0
"ENSG00000260307.2",0,0,0,0,0,0,0,0,0
"ENSG00000261541.1",0,0,0,0,0,0,0,0,1
"ENSG00000260662.2",0,0,0,0,0,0,0,0,0
"ENSG00000261233.2",0,0,0,0,0,0,0,0,0
"ENSG00000259966.5",0,0,0,0,0,0,0,0,0
"ENSG00000262187.1",0,0,0,0,0,0,0,0,0
"ENSG00000261111.1",0,0,0,0,0,0,0,0,0
"ENSG00000261569.5",0,0,0,0,0,0,0,0,0
"ENSG00000261263.2",0,0,0,0,0,0,0,0,0
"ENSG00000260311.1",0,0,0,0,0,0,0,0,0
"ENSG00000183632.14",0,0,0,0,0,0,0,0,0
"ENSG00000260974.1",0,0,0,0,0,0,0,0,0
"ENSG00000261391.1",0,0,0,0,0,0,0,0,0
"ENSG00000260864.1",0,0,0,0,0,0,0,0,0
"ENSG00000260845.1",0,0,0,0,0,0,0,0,0
"ENSG00000261108.2",0,0,0,0,0,0,0,0,0
"ENSG00000260644.6",0,0,0,0,0,0,0,0,0
"ENSG00000278950.1",0,0,0,0,0,0,0,0,0
"ENSG00000279780.1",0,0,0,0,0,0,0,0,0
"ENSG00000279795.1",0,0,0,0,0,0,0,0,0
"ENSG00000260158.1",2,1,1,0,0,0,0,0,0
"ENSG00000261719.1",0,0,0,0,0,0,0,0,0
"ENSG00000259934.1",0,0,0,0,0,0,0,0,0
"ENSG00000259303.5",0,0,0,0,0,0,0,0,0
"ENSG00000260047.2",0,0,0,0,0,0,0,0,0
"ENSG00000214617.9",0,0,0,0,0,0,0,0,0
"ENSG00000214614.2",0,0,0,0,0,0,0,0,0
"ENSG00000261834.2",0,0,0,0,0,0,0,0,0
"ENSG00000270864.1",0,0,0,0,0,0,0,0,0
"ENSG00000277304.1",0,1,0,0,0,0,0,3,0
"ENSG00000260610.1",0,0,0,0,0,0,0,0,0
"ENSG00000261259.1",0,0,0,0,0,0,0,0,0
"ENSG00000259852.2",0,0,0,0,0,0,0,0,0
"ENSG00000233732.5",0,0,0,0,0,0,0,0,0
"ENSG00000260921.1",0,0,0,0,0,0,0,0,0
"ENSG00000259997.2",0,0,0,0,0,0,0,0,0
"ENSG00000271130.1",0,0,0,0,1,0,0,0,0
"ENSG00000260141.1",0,0,5,0,0,0,0,0,0
"ENSG00000260900.1",0,0,0,0,0,0,0,0,0
"ENSG00000261599.6",0,0,0,0,0,0,0,0,0
"ENSG00000261682.1",0,0,0,0,0,0,0,0,0
"ENSG00000259800.1",0,0,0,0,0,0,0,0,0
"ENSG00000261536.2",0,0,0,0,0,0,0,0,0
"ENSG00000260414.1",0,0,0,0,0,0,0,0,0
"ENSG00000260419.1",0,0,0,0,0,0,0,0,0
"ENSG00000205457.11",0,0,0,0,0,0,0,0,0
"ENSG00000260827.1",0,0,0,0,0,0,0,0,0
"ENSG00000261507.1",0,0,0,0,0,0,0,0,0
"ENSG00000275034.2",0,0,0,0,0,0,0,0,0
"ENSG00000282973.1",0,0,0,0,0,0,0,0,0
"ENSG00000261509.6",0,0,0,0,0,0,0,0,0
"ENSG00000261009.1",0,0,0,0,0,0,0,0,0
"ENSG00000283110.1",0,0,0,0,0,0,0,0,0
"ENSG00000278848.2",0,0,0,0,0,0,0,0,0
"ENSG00000282927.1",0,0,0,0,0,0,0,0,0
"ENSG00000262090.1",0,0,0,0,0,0,0,0,0
"ENSG00000260626.1",0,0,0,0,0,0,0,0,0
"ENSG00000261200.1",0,0,0,0,0,0,0,0,0
"ENSG00000261466.2",0,0,0,0,0,0,0,0,0
"ENSG00000261405.2",0,0,0,0,0,0,0,0,0
"ENSG00000259882.2",1,1,0,0,0,0,0,0,0
"ENSG00000260518.2",0,0,0,1,0,0,0,0,1
"ENSG00000282924.1",0,3,0,1,0,0,0,0,0
"ENSG00000261580.1",0,0,0,0,0,0,0,0,0
"ENSG00000260308.1",0,0,0,0,0,0,0,0,0
"ENSG00000270467.1",0,0,0,0,0,0,0,0,0
"ENSG00000261153.2",0,0,0,0,0,0,0,0,0
"ENSG00000271178.1",0,0,0,0,0,0,0,0,0
"ENSG00000259680.5",0,0,0,0,0,0,0,0,0
"ENSG00000270924.1",0,0,0,0,0,0,0,0,0
"ENSG00000271691.1",0,0,0,0,0,0,0,0,0
"ENSG00000260312.1",0,0,0,0,0,0,0,0,0
"ENSG00000270318.1",0,0,0,1,0,0,0,0,0
"ENSG00000260525.1",0,0,0,0,0,0,0,0,0
"ENSG00000260781.1",0,0,0,0,0,0,0,0,0
"ENSG00000271620.1",0,0,0,0,0,0,0,0,0
"ENSG00000261607.1",0,0,0,0,0,0,0,0,0
"ENSG00000259842.2",0,0,0,0,0,0,0,0,0
"ENSG00000205452.5",0,0,0,0,0,0,0,0,0
"ENSG00000270401.1",0,0,0,0,0,0,0,0,0
"ENSG00000198555.7",0,0,0,0,0,0,0,0,0
"ENSG00000261217.2",0,0,0,0,0,0,0,1,0
"ENSG00000259990.2",0,0,0,0,0,0,0,0,0
"ENSG00000283065.1",0,0,0,0,0,0,0,0,0
"ENSG00000261197.2",0,0,0,0,0,0,0,0,0
"ENSG00000262561.1",0,0,0,0,0,0,0,0,0
"ENSG00000261440.1",0,0,0,0,0,0,0,0,0
"ENSG00000260087.1",0,0,0,0,0,0,0,0,0
"ENSG00000259987.1",0,0,0,0,0,0,0,0,0
"ENSG00000260207.1",0,0,0,0,0,0,0,0,0
"ENSG00000256642.1",0,0,0,0,0,0,0,0,0
"ENSG00000200434.1",0,0,0,0,0,0,0,0,0
"ENSG00000279800.2",6,8,10,1,4,12,11,9,6
"ENSG00000284209.1",0,0,0,0,0,0,0,0,0
"ENSG00000279165.1",0,0,0,0,0,0,0,0,0
"ENSG00000260854.1",0,0,0,0,0,0,0,0,0
"ENSG00000179755.3",0,0,0,0,0,0,0,0,0
"ENSG00000261566.1",0,0,0,0,0,0,0,0,0
"ENSG00000262885.1",0,0,0,0,0,0,0,0,0
"ENSG00000216671.6",0,0,0,0,0,0,0,0,0
"ENSG00000278138.2",0,0,0,0,0,0,0,0,0
"ENSG00000261053.1",0,0,0,0,0,0,0,0,0
"ENSG00000260809.1",0,0,0,0,0,2,1,0,0
"ENSG00000259979.1",0,0,0,0,0,0,0,0,0
"ENSG00000260724.1",0,0,0,0,0,0,0,0,0
"ENSG00000261800.1",0,0,0,0,0,0,0,0,0
"ENSG00000280180.1",0,0,0,0,0,0,0,0,0
"ENSG00000261461.1",0,1,0,2,0,1,0,0,1
"ENSG00000261608.1",0,0,0,0,0,0,0,0,0
"ENSG00000260073.2",0,0,0,0,0,0,0,0,0
"ENSG00000260590.1",0,0,0,0,0,0,0,0,0
"ENSG00000261398.1",0,0,0,0,0,0,0,0,0
"ENSG00000261274.1",0,0,0,0,0,0,0,0,0
"ENSG00000260958.2",0,0,0,0,0,6,0,0,0
"ENSG00000260967.1",0,0,0,0,0,0,0,0,0
"ENSG00000260984.1",0,0,0,0,0,0,0,0,0
"ENSG00000259897.2",1,0,0,0,0,0,0,0,0
"ENSG00000261010.1",0,0,0,0,0,0,0,0,0
"ENSG00000261752.1",0,0,0,0,0,0,0,0,0
"ENSG00000260846.2",7,4,0,1,4,210,0,3,8
"ENSG00000261486.1",0,0,0,0,0,0,0,0,0
"ENSG00000260427.1",1,0,0,0,0,0,0,0,0
"ENSG00000260480.1",0,0,0,1,0,0,0,0,0
"ENSG00000259841.6",1,0,0,0,0,0,0,0,0
"ENSG00000260291.1",0,0,0,0,0,0,0,0,0
"ENSG00000261689.1",0,0,0,0,0,1,0,1,0
"ENSG00000260598.1",0,0,0,0,0,4,0,3,0
"ENSG00000260812.1",0,0,0,0,0,0,0,0,0
"ENSG00000260680.1",0,0,0,0,0,0,0,0,1
"ENSG00000261299.1",0,0,0,0,0,0,0,0,0
"ENSG00000278681.2",0,0,0,0,0,0,0,0,0
"ENSG00000214581.6",0,0,0,0,0,0,0,1,0
"ENSG00000261711.6",0,0,0,0,0,0,0,0,0
"ENSG00000260153.1",0,0,0,0,0,0,0,0,0
"ENSG00000259836.1",0,0,0,0,0,0,0,0,0
"ENSG00000261350.1",0,0,0,0,1,0,0,0,0
"ENSG00000260341.1",0,0,0,0,0,0,0,0,0
"ENSG00000261445.1",0,0,0,0,0,0,0,0,0
"ENSG00000260857.2",0,0,0,0,0,0,0,0,0
"ENSG00000269622.1",0,0,0,0,0,0,0,0,0
"ENSG00000282946.1",0,0,0,0,0,0,0,0,0
"ENSG00000259996.1",0,0,0,0,0,0,0,0,0
"ENSG00000260994.1",0,0,0,0,1,0,0,0,0
"ENSG00000261046.1",0,0,0,0,0,0,11,0,0
"ENSG00000260134.1",0,0,0,0,0,0,0,0,0
"ENSG00000260746.2",0,0,0,0,0,0,0,0,0
"ENSG00000259791.1",0,5,0,0,0,0,0,4,1
"ENSG00000260522.1",0,0,0,0,0,0,0,0,0
"ENSG00000251915.1",0,0,0,0,0,0,0,0,0
"ENSG00000222207.1",0,0,0,0,0,0,0,0,0
"ENSG00000251924.1",0,0,0,0,0,0,0,0,0
"ENSG00000252624.1",0,0,0,0,0,0,0,0,0
"ENSG00000261122.6",0,0,0,0,0,0,0,0,0
"ENSG00000252094.1",0,0,0,0,0,0,0,0,0
"ENSG00000276599.1",0,0,0,0,0,0,0,0,0
"ENSG00000277004.1",0,0,0,0,0,0,0,0,0
"ENSG00000252182.1",0,0,0,0,0,0,0,0,0
"ENSG00000274228.1",0,0,0,0,0,0,0,0,0
"ENSG00000253055.1",0,0,0,0,0,0,0,0,0
"ENSG00000252647.1",0,0,0,0,0,0,0,0,0
"ENSG00000252268.1",0,0,0,0,0,0,0,0,0
"ENSG00000251760.1",0,0,0,0,0,0,0,0,0
"ENSG00000251717.1",0,0,0,0,0,0,0,0,0
"ENSG00000252806.1",0,0,0,0,0,0,0,0,0
"ENSG00000252673.1",0,0,0,0,0,0,0,0,0
"ENSG00000252587.1",0,0,0,0,0,0,0,0,0
"ENSG00000252936.1",0,0,0,0,0,0,0,0,0
"ENSG00000260611.1",0,0,0,0,0,0,0,2,0
"ENSG00000261620.1",0,0,0,0,0,0,0,0,0
"ENSG00000261515.1",0,0,0,0,0,0,0,0,0
"ENSG00000261782.1",0,0,0,0,0,0,0,0,0
"ENSG00000279666.1",0,0,0,0,0,0,0,0,0
"ENSG00000261084.1",0,0,0,0,0,0,0,0,0
"ENSG00000261239.6",0,0,0,0,1,1,0,1,1
"ENSG00000199448.1",0,0,0,0,0,0,0,0,0
"ENSG00000261356.2",0,0,0,0,0,0,0,0,0
"ENSG00000260251.1",0,0,0,0,0,0,0,0,0
"ENSG00000171241.8",51,35,50,22,25,10,48,15,37
"ENSG00000261512.2",63,37,0,40,26,35,26,28,33
"ENSG00000259856.1",5,4,0,4,0,4,0,0,2
"ENSG00000260909.1",0,0,0,0,0,0,0,0,0
"ENSG00000069329.17",4382,6524,5314,2767,2548,4532,4366,4577,3886
"ENSG00000261131.1",2,6,0,10,0,0,0,1,3
"ENSG00000280376.1",2,5,0,6,6,4,4,8,7
"ENSG00000091651.8",40,37,57,15,27,35,36,19,45
"ENSG00000140795.12",67,37,20,30,30,24,18,24,14
"ENSG00000260782.1",15,16,0,10,5,16,26,4,9
"ENSG00000155330.9",300,395,430,179,199,293,238,199,184
"ENSG00000260889.1",0,0,0,0,0,0,0,0,0
"ENSG00000261725.1",0,0,0,0,0,0,0,0,0
"ENSG00000166123.13",7263,6429,1719,4042,3108,7676,2711,2903,3356
"ENSG00000069345.11",2361,3535,3356,1328,1358,2354,2269,2272,1915
"ENSG00000261173.1",5,10,0,6,2,1,3,6,6
"ENSG00000259821.1",0,0,0,0,0,0,0,0,0
"ENSG00000259983.1",0,0,0,0,0,0,0,0,0
"ENSG00000171208.9",220,157,647,57,57,37,396,67,101
"ENSG00000260281.5",1,0,0,0,0,0,0,0,0
"ENSG00000239840.1",0,0,0,5,0,0,0,2,1
"ENSG00000129636.12",2823,4100,4295,1460,1299,2877,1948,2197,2154
"ENSG00000260744.1",0,0,0,0,0,0,0,0,0
"ENSG00000279509.1",0,0,0,0,0,0,0,0,0
"ENSG00000260012.1",0,0,0,1,0,0,0,0,0
"ENSG00000261369.1",0,0,0,0,0,0,0,0,0
"ENSG00000222767.1",1,6,7,8,12,6,2,12,15
"ENSG00000102893.15",4573,6044,7211,3825,2830,5567,6480,4525,3742
"ENSG00000222268.1",1,0,0,0,0,0,0,0,0
"ENSG00000262038.1",11,9,0,19,12,11,6,9,14
"ENSG00000259866.1",0,0,0,0,0,0,0,0,0
"ENSG00000261336.1",0,0,0,0,0,0,2,0,1
"ENSG00000259918.1",0,2,4,1,1,0,0,0,0
"ENSG00000261231.6",0,0,0,0,0,0,1,0,1
"ENSG00000260497.1",0,0,0,0,0,0,0,0,0
"ENSG00000261325.1",0,0,0,0,0,0,0,0,0
"ENSG00000260450.1",0,0,0,0,0,0,0,0,0
"ENSG00000261017.1",0,0,0,0,0,0,0,0,0
"ENSG00000140798.16",0,6,0,0,9,2,0,18,4
"ENSG00000261538.1",0,17,5,0,5,2,0,10,1
"ENSG00000121270.15",23,1921,21,30,216,124,6,519,224
"ENSG00000102910.13",7188,11287,6462,6236,6201,9917,5090,9175,7721
"ENSG00000240793.1",0,0,0,0,0,0,0,0,0
"ENSG00000280067.1",5,4,0,2,0,2,1,1,0
"ENSG00000196470.11",572,832,591,514,546,827,626,725,656
"ENSG00000275909.1",0,0,0,0,0,0,0,0,0
"ENSG00000261802.1",0,0,0,0,0,0,0,0,0
"ENSG00000260688.1",0,0,0,0,0,0,0,0,0
"ENSG00000260347.1",0,0,0,0,0,0,0,0,0
"ENSG00000102921.7",1936,2359,1950,1774,1380,2567,1428,2074,2132
"ENSG00000261267.1",0,0,0,0,0,0,0,0,0
"ENSG00000243609.1",11,22,0,36,11,39,16,27,30
"ENSG00000260033.1",0,0,0,0,0,0,0,0,0
"ENSG00000259912.1",0,0,0,0,0,0,0,0,0
"ENSG00000260086.2",5,7,0,9,5,9,46,8,9
"ENSG00000260052.1",0,0,0,2,0,5,6,0,1
"ENSG00000272545.1",0,0,0,0,0,0,0,2,0
"ENSG00000260726.2",0,0,0,0,0,0,2,1,0
"ENSG00000222170.1",0,0,0,0,0,0,0,0,0
"ENSG00000260184.1",0,0,0,0,0,0,0,0,0
"ENSG00000260067.1",0,0,0,0,0,0,0,0,0
"ENSG00000261421.1",0,0,0,0,0,0,0,0,0
"ENSG00000261815.1",0,0,0,0,0,0,0,0,0
"ENSG00000102924.11",2,0,0,2,1,0,6,0,0
"ENSG00000279249.2",0,1,0,6,1,0,4,2,0
"ENSG00000280189.1",0,0,0,0,0,0,0,1,0
"ENSG00000166152.3",0,0,0,0,0,0,0,0,0
"ENSG00000262950.1",0,0,0,0,0,1,0,0,0
"ENSG00000263110.1",0,0,0,0,0,0,0,0,0
"ENSG00000261623.1",0,0,0,0,0,0,0,0,0
"ENSG00000102935.11",77,161,25,132,180,143,49,95,65
"ENSG00000260089.2",1,1,10,0,2,6,0,1,3
"ENSG00000260024.1",0,0,0,0,0,0,0,0,0
"ENSG00000280131.1",0,0,0,0,0,0,0,0,0
"ENSG00000259978.1",0,0,0,0,0,0,0,0,0
"ENSG00000275155.1",0,0,0,1,0,4,0,0,1
"ENSG00000279842.1",0,0,0,0,0,0,0,0,0
"ENSG00000261751.1",0,0,0,0,0,0,0,0,0
"ENSG00000244551.2",0,0,0,0,0,0,0,0,0
"ENSG00000283365.1",0,0,0,0,0,0,0,0,0
"ENSG00000205423.11",323,394,228,183,223,306,249,275,300
"ENSG00000259843.2",1,2,0,1,1,1,0,0,0
"ENSG00000261835.1",0,0,0,0,0,0,0,0,0
"ENSG00000273829.1",0,0,0,0,0,0,0,0,0
"ENSG00000260298.2",0,3,6,1,0,0,0,0,0
"ENSG00000155393.12",698,781,969,506,380,666,551,479,601
"ENSG00000279356.1",25,23,43,28,26,30,16,29,35
"ENSG00000202124.1",0,0,0,3,1,0,0,1,0
"ENSG00000260381.2",0,0,0,0,0,0,0,0,0
"ENSG00000260031.1",0,0,0,0,0,0,0,0,0
"ENSG00000252526.1",0,0,0,0,0,0,0,0,0
"ENSG00000121274.12",1050,1358,1630,639,619,1164,543,767,626
"ENSG00000121281.12",82,192,71,157,211,98,90,145,194
"ENSG00000274969.1",0,0,0,0,0,0,0,0,0
"ENSG00000166164.15",1940,2643,3151,1556,1362,2360,1549,1957,1910
"ENSG00000261393.1",0,3,0,0,1,1,0,0,0
"ENSG00000261092.1",0,3,0,0,0,0,0,0,0
"ENSG00000260573.3",4,4,0,0,1,1,0,4,2
"ENSG00000140807.6",250,527,284,569,623,648,204,242,385
"ENSG00000260029.2",0,0,0,0,0,0,0,0,0
"ENSG00000278909.1",8,12,0,26,13,4,14,1,22
"ENSG00000205414.1",0,0,0,0,0,0,0,0,3
"ENSG00000260249.2",3,5,0,8,4,4,3,1,5
"ENSG00000167208.14",20,41,36,30,32,33,29,20,33
"ENSG00000167207.13",30,79,8,37,34,50,15,49,35
"ENSG00000270120.1",1,2,0,0,3,3,0,1,2
"ENSG00000261644.2",5,0,0,4,1,3,6,1,3
"ENSG00000083799.17",2460,3435,2929,1756,1840,2247,1470,2466,2339
"ENSG00000264947.1",0,0,0,0,0,0,0,0,0
"ENSG00000260616.6",0,0,0,0,0,0,0,0,0
"ENSG00000261703.1",0,0,0,0,0,0,0,0,1
"ENSG00000261241.6",0,0,1,1,1,0,0,0,0
"ENSG00000260042.1",0,0,0,0,0,0,0,0,0
"ENSG00000199771.1",0,0,0,0,0,0,0,0,0
"ENSG00000261637.2",0,0,0,0,0,0,0,0,0
"ENSG00000260605.1",0,0,0,0,0,0,0,0,0
"ENSG00000260620.1",0,0,0,0,0,0,0,0,0
"ENSG00000261282.1",0,0,0,0,0,0,0,0,0
"ENSG00000103449.11",13,31,27,35,104,19,21,25,10
"ENSG00000261238.1",0,0,0,0,0,1,0,0,0
"ENSG00000285367.1",0,0,0,3,5,1,0,5,0
"ENSG00000280344.1",2,5,0,3,6,3,5,0,0
"ENSG00000261047.1",0,0,0,0,0,0,0,0,0
"ENSG00000260818.2",0,0,0,3,0,0,0,0,0
"ENSG00000260850.2",0,0,0,0,0,0,0,0,0
"ENSG00000224578.5",81,116,138,46,56,66,99,62,86
"ENSG00000223168.1",0,0,0,0,0,0,0,0,0
"ENSG00000260057.5",0,0,0,0,0,0,0,0,0
"ENSG00000261190.5",0,0,0,0,0,0,0,0,0
"ENSG00000261470.1",0,0,0,0,0,0,0,0,0
"ENSG00000279779.1",0,0,0,0,0,0,0,0,0
"ENSG00000260268.5",0,0,0,0,2,0,0,0,0
"ENSG00000261749.2",0,0,0,0,0,0,0,0,0
"ENSG00000260975.1",0,0,0,0,0,0,0,0,0
"ENSG00000260478.1",0,0,0,0,0,0,0,0,0
"ENSG00000260887.2",0,0,0,0,0,0,0,0,0
"ENSG00000279427.1",32,15,16,5,3,1,43,1,9
"ENSG00000103460.16",280,188,557,160,57,83,426,59,144
"ENSG00000249231.7",0,0,0,1,0,0,0,0,0
"ENSG00000285800.1",0,0,0,0,0,0,0,0,0
"ENSG00000260963.1",0,0,0,0,0,0,0,0,0
"ENSG00000260393.1",0,0,0,0,0,0,0,0,0
"ENSG00000261261.2",0,0,0,0,0,0,0,0,0
"ENSG00000234337.4",0,3,0,1,0,1,1,3,0
"ENSG00000260326.1",1,0,3,0,1,2,0,0,0
"ENSG00000260258.2",0,0,0,0,0,0,0,0,0
"ENSG00000260939.1",0,0,0,5,0,3,0,1,0
"ENSG00000277639.2",30,113,26,142,120,195,27,136,112
"ENSG00000177200.17",4175,8935,9645,7084,6138,7369,3760,9110,6943
"ENSG00000261291.1",11,13,51,30,27,14,19,24,13
"ENSG00000280227.1",8,19,21,14,12,6,6,12,10
"ENSG00000261056.2",27,63,46,106,92,84,27,93,88
"ENSG00000279589.1",7,20,72,40,23,33,6,26,48
"ENSG00000238645.1",0,0,0,0,0,0,0,0,0
"ENSG00000202193.1",0,0,0,0,0,0,0,0,0
"ENSG00000259962.1",0,0,0,0,0,1,0,0,0
"ENSG00000260078.3",5,4,0,5,2,3,4,8,8
"ENSG00000261804.1",95,88,63,65,26,114,69,126,100
"ENSG00000262714.1",129,149,139,85,49,102,106,190,128
"ENSG00000279741.1",37,18,0,15,14,28,20,52,53
"ENSG00000280027.1",80,81,52,29,20,64,51,107,37
"ENSG00000103479.15",6162,8245,7278,5253,4471,7521,4119,7702,5069
"ENSG00000252569.1",0,0,0,0,0,0,0,0,0
"ENSG00000259926.1",9,12,12,16,19,5,3,12,9
"ENSG00000279344.1",2,8,0,12,6,5,1,5,7
"ENSG00000279722.1",26,62,51,52,55,53,28,60,66
"ENSG00000166971.16",539,1038,771,551,450,898,529,790,553
"ENSG00000103494.13",625,714,1314,555,407,506,677,512,514
"ENSG00000275191.1",9,3,9,2,1,7,2,6,1
"ENSG00000140718.20",1451,2266,1716,1503,1235,1854,1677,1829,1866
"ENSG00000261630.1",0,0,0,0,0,0,0,0,0
"ENSG00000280392.1",59,103,44,123,83,110,43,112,181
"ENSG00000260194.1",0,0,0,0,0,0,0,0,0
"ENSG00000261049.2",0,0,0,0,0,0,0,0,0
"ENSG00000280454.1",0,0,0,1,0,1,0,0,0
"ENSG00000259759.1",0,0,0,0,0,0,0,0,0
"ENSG00000259517.3",0,0,0,0,1,0,0,0,0
"ENSG00000177508.11",143,639,169,245,272,341,350,704,703
"ENSG00000283689.1",5,6,8,14,6,6,9,18,11
"ENSG00000277559.1",18,22,31,43,29,51,47,60,44
"ENSG00000261803.1",0,0,0,0,0,0,0,0,0
"ENSG00000283304.1",0,0,0,0,0,0,0,0,3
"ENSG00000283258.1",0,1,0,0,0,0,0,0,0
"ENSG00000245694.9",356,609,550,286,306,307,574,607,464
"ENSG00000176842.14",53,200,151,122,145,172,94,256,204
"ENSG00000259711.1",0,6,0,6,0,3,6,1,0
"ENSG00000259725.1",0,1,0,1,1,1,0,1,1
"ENSG00000260147.1",0,0,0,0,0,1,0,0,0
"ENSG00000285775.1",0,0,0,0,0,0,0,0,0
"ENSG00000259283.2",0,0,0,0,0,0,0,0,0
"ENSG00000239555.3",0,0,0,0,0,0,0,0,0
"ENSG00000283423.1",0,0,0,0,0,0,0,0,0
"ENSG00000159387.7",2,0,0,5,1,1,0,1,3
"ENSG00000263207.2",0,0,0,0,0,0,0,0,0
"ENSG00000240760.1",0,0,0,0,0,0,0,2,0
"ENSG00000087245.12",476,806,398,639,738,436,351,691,694
"ENSG00000274508.1",0,3,0,0,0,0,0,0,0
"ENSG00000260135.6",4,2,0,2,0,0,1,0,1
"ENSG00000279030.1",0,2,0,4,4,8,2,2,3
"ENSG00000087253.12",251,904,567,470,575,399,397,898,694
"ENSG00000261997.1",6,34,32,50,32,28,14,44,55
"ENSG00000256812.1",4,33,10,54,9,24,4,74,26
"ENSG00000103546.18",8,3,0,7,4,1,2,12,3
"ENSG00000278928.1",1,0,0,3,0,1,0,0,0
"ENSG00000260765.2",0,0,0,0,0,0,0,0,0
"ENSG00000228695.10",0,2,0,6,0,4,2,0,1
"ENSG00000198848.12",103,245,102,139,240,1171,115,182,386
