"","M_B_RNA1","M_B_RNA2","M_B_RNA4","M_W_RNA6","M_B_RNA8","M_B_RNA9","M_W_RNA12","M_W_RNA14","M_W_RNA16","M_W_RNA17","M_B_RNA19","M_B_RNA20"
"ENSG00000122257.19",674,643,503,2564,2507,952,4064,1962,1907,2633,2674,3488
"ENSG00000090905.18",1000,1117,759,2224,2636,1410,2272,2401,2175,2894,2553,3184
"ENSG00000224310.1",0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000261669.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158865.12",0,0,0,3,17,0,0,2,1,9,1,24
"ENSG00000140750.16",369,472,303,958,821,505,525,1023,495,810,885,953
"ENSG00000260714.1",0,0,0,2,2,1,0,4,0,2,6,7
"ENSG00000262587.2",3,42,12,14,9,8,11,10,9,21,19,12
"ENSG00000262155.1",13,22,22,11,42,16,11,29,14,30,16,31
"ENSG00000271105.1",6,5,0,1,15,2,15,9,5,17,10,29
"ENSG00000263326.1",0,0,0,0,0,1,0,0,0,0,1,1
"ENSG00000260448.5",6,0,0,5,3,0,0,7,5,5,1,10
"ENSG00000262700.1",12,1,0,0,3,2,0,6,0,2,4,15
"ENSG00000275494.1",10,12,0,34,17,2,6,9,28,15,14,7
"ENSG00000205629.11",170,146,78,633,390,146,442,311,435,519,386,369
"ENSG00000260034.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000266166.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103375.10",0,2,0,0,0,3,0,1,0,2,6,2
"ENSG00000155592.15",190,98,72,537,403,94,319,318,396,387,177,389
"ENSG00000259955.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000274925.1",19,15,6,46,63,84,24,56,58,61,141,90
"ENSG00000261636.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260690.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000182601.6",22,18,0,291,148,0,193,54,77,87,615,62
"ENSG00000285882.1",0,0,0,12,21,0,7,8,10,17,65,14
"ENSG00000260255.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265005.1",0,0,0,0,0,0,0,0,0,0,7,1
"ENSG00000199929.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230330.1",14,14,19,8,6,1,3,2,8,9,10,14
"ENSG00000237140.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231876.7",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000228480.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236481.1",2,0,0,0,0,0,0,0,0,2,1,1
"ENSG00000260580.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234186.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261482.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261557.1",3,0,1,3,1,1,0,1,4,0,0,1
"ENSG00000261045.2",0,0,0,3,15,1,5,1,0,4,4,1
"ENSG00000155666.11",90,114,31,203,162,76,34,130,58,161,128,95
"ENSG00000259940.2",0,7,0,7,13,3,13,5,0,5,9,14
"ENSG00000169189.16",442,315,343,1865,861,287,1019,429,631,742,758,558
"ENSG00000245888.6",11,8,31,11,28,29,18,18,19,35,31,21
"ENSG00000274092.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000077238.13",541,755,354,1110,889,390,250,732,402,1011,451,1133
"ENSG00000103522.15",14,11,14,10,5,16,13,18,13,6,5,39
"ENSG00000259954.1",3,4,0,6,1,4,0,20,0,14,12,5
"ENSG00000077235.17",3744,3704,2230,16240,10097,2087,8440,7994,5908,6942,11964,5557
"ENSG00000047578.12",674,930,461,2225,1530,720,959,1517,935,1299,2460,1194
"ENSG00000261736.1",2,10,0,6,0,2,0,12,3,13,3,11
"ENSG00000261329.5",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000273553.1",0,0,0,2,4,0,0,2,1,2,4,1
"ENSG00000201371.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169181.12",0,1,0,2,0,0,0,0,0,0,3,1
"ENSG00000212382.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207266.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169180.11",675,768,569,3720,2373,1949,2752,1084,1380,1667,8392,1614
"ENSG00000260452.1",0,0,0,24,31,8,11,9,4,1,108,26
"ENSG00000200652.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200138.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250982.2",2,1,0,1,0,0,0,0,0,0,2,0
"ENSG00000283662.1",0,0,0,0,0,16,0,1,0,0,1,0
"ENSG00000246465.1",2,6,0,1,3,3,0,6,17,1,7,8
"ENSG00000188322.4",85,89,45,356,88,87,36,140,137,67,374,70
"ENSG00000277191.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198156.10",9,1,0,2,2,24,6,6,2,12,15,9
"ENSG00000271623.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205609.12",62,54,59,22,13,15,18,6,5,15,35,17
"ENSG00000275429.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261089.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275654.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270118.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261832.6",0,1,0,0,0,7,0,2,0,0,3,2
"ENSG00000233232.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000188603.19",4,14,22,24,36,69,8,25,27,28,23,46
"ENSG00000184730.10",13,25,1,21,19,33,14,43,17,20,17,46
"ENSG00000197272.2",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000176046.8",902,1411,813,5131,2641,2187,3351,2212,980,1873,2767,1235
"ENSG00000271495.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275441.1",0,2,0,10,1,1,14,2,3,1,1,1
"ENSG00000176476.8",58,114,112,181,153,74,66,111,158,125,151,156
"ENSG00000197165.10",0,0,0,3,0,21,0,2,0,6,8,5
"ENSG00000278665.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000278725.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196502.11",68,140,41,236,131,255,45,88,172,119,301,254
"ENSG00000285020.1",0,0,0,1,0,0,0,0,1,0,0,0
"ENSG00000255524.7",2,0,1,0,6,0,0,0,3,3,2,6
"ENSG00000261419.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184110.14",37,40,75,308,188,80,282,93,156,179,209,136
"ENSG00000259982.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278340.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270424.1",0,0,0,1,0,0,0,1,1,0,0,0
"ENSG00000196993.8",1,0,0,3,1,1,0,2,1,0,5,8
"ENSG00000278528.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251417.2",1,7,1,6,5,5,0,4,4,1,6,5
"ENSG00000240634.1",0,0,0,1,0,0,0,1,2,2,2,7
"ENSG00000260796.1",2,0,0,5,1,12,0,5,1,2,7,4
"ENSG00000275807.1",3,4,0,1,0,2,2,4,3,4,2,7
"ENSG00000168488.18",519,911,307,1547,1078,1136,707,1296,1139,1080,1546,1145
"ENSG00000260570.1",0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000178952.10",981,699,710,3699,2129,567,1653,1255,3226,2396,1914,1750
"ENSG00000283845.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178188.14",325,604,181,917,545,495,138,635,556,714,601,651
"ENSG00000261766.1",1,3,0,4,5,0,34,5,7,5,7,8
"ENSG00000196296.13",0,4,14,2,24,20,0,52,4,14,2,2
"ENSG00000260442.5",0,0,31,21,10,10,2,14,10,4,36,2
"ENSG00000252461.1",0,0,0,0,5,1,0,3,0,0,10,4
"ENSG00000177548.12",327,752,216,1061,597,1038,336,909,264,329,1920,339
"ENSG00000177455.12",3,0,0,2,2,1,0,10,3,1,0,3
"ENSG00000176953.12",344,367,258,874,883,447,650,711,683,860,951,740
"ENSG00000260853.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284541.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260367.2",2,0,0,1,0,0,0,1,0,0,0,0
"ENSG00000169682.17",0,16,0,4,10,20,0,9,5,14,23,17
"ENSG00000261067.7",0,14,0,0,1,2,0,2,3,6,6,1
"ENSG00000213658.11",2,3,0,0,3,7,0,1,1,1,11,3
"ENSG00000261552.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196796.5",1,6,0,0,0,8,0,0,0,0,4,1
"ENSG00000260908.1",0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000103472.10",0,0,0,2,1,1,0,1,0,3,0,1
"ENSG00000284671.1",0,0,0,0,0,2,0,3,0,0,0,0
"ENSG00000284649.1",0,0,0,0,4,3,0,1,0,0,0,4
"ENSG00000284685.1",0,3,0,0,0,2,0,3,0,1,1,4
"ENSG00000260517.3",1,2,0,10,23,3,0,19,2,19,5,31
"ENSG00000279106.1",0,0,0,0,0,2,0,1,0,3,0,7
"ENSG00000259807.1",0,7,18,0,0,0,0,0,0,2,0,3
"ENSG00000273582.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260953.1",0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000277999.1",0,0,0,0,0,3,0,3,0,2,0,6
"ENSG00000198106.8",0,10,2,3,4,11,0,9,1,0,3,2
"ENSG00000260413.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271699.5",1,3,0,0,7,9,0,2,1,2,5,2
"ENSG00000278078.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254206.5",2,20,20,8,5,30,4,20,9,12,21,17
"ENSG00000254634.4",22,5,3,27,27,41,12,45,27,66,87,92
"ENSG00000183336.8",0,0,0,2,0,1,0,2,1,0,1,0
"ENSG00000261740.6",0,0,0,4,0,7,10,4,6,3,0,1
"ENSG00000260335.1",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000181625.17",2,0,0,0,0,2,0,0,2,1,3,1
"ENSG00000260280.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213648.10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258150.6",4,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000279228.2",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000257691.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000257506.1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000169203.16",7,32,6,26,36,74,13,43,22,40,67,57
"ENSG00000205534.6",15,14,0,83,160,29,72,78,62,117,113,159
"ENSG00000279583.1",0,0,0,4,1,0,0,1,1,1,2,0
"ENSG00000266758.1",0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000260727.1",0,0,0,1,0,4,0,1,1,0,3,2
"ENSG00000260133.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260514.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197471.11",58,56,92,51,71,113,40,128,90,63,28,184
"ENSG00000277669.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103485.17",54,91,46,36,48,18,0,81,12,86,2,200
"ENSG00000222375.1",6,11,0,3,0,0,0,24,0,43,2,4
"ENSG00000185905.3",18,1,28,19,12,25,8,19,21,40,6,33
"ENSG00000260719.1",8,27,20,26,46,5,5,22,1,88,135,10
"ENSG00000174992.7",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000079616.12",402,607,196,1181,1121,170,271,908,1500,2501,838,642
"ENSG00000275857.1",0,1,0,8,3,2,0,6,3,7,5,1
"ENSG00000103495.13",1252,1994,654,6065,3202,879,2194,2518,5815,4037,3854,1720
"ENSG00000259952.1",0,0,0,1,0,3,0,1,6,2,3,3
"ENSG00000238045.9",11,32,30,34,46,44,27,61,44,71,32,41
"ENSG00000280607.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167371.19",25,80,15,28,16,14,0,106,78,119,12,20
"ENSG00000280893.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280789.1",30,74,8,45,43,25,12,81,27,61,51,23
"ENSG00000281348.1",0,0,0,0,0,0,0,0,0,1,0,2
"ENSG00000013364.18",501,668,643,937,773,606,255,1047,722,1454,391,1254
"ENSG00000103502.13",434,415,403,1061,767,178,69,606,913,770,573,497
"ENSG00000278713.1",0,0,0,0,8,0,0,1,0,0,0,0
"ENSG00000214725.9",0,0,0,2,0,0,0,0,0,2,0,2
"ENSG00000174938.14",926,860,375,1689,1463,39,693,864,1236,1031,1351,932
"ENSG00000174939.10",4,18,0,15,7,1,11,26,38,14,24,4
"ENSG00000174943.10",91,141,133,326,262,133,92,239,172,229,330,252
"ENSG00000279789.1",17,48,8,34,38,36,36,63,25,38,88,58
"ENSG00000247735.2",8,1,0,17,31,1,20,16,22,25,21,26
"ENSG00000149932.16",559,599,362,1563,1152,367,436,1004,1062,1333,1042,1002
"ENSG00000149930.17",391,823,335,1231,838,452,564,1075,588,981,919,881
"ENSG00000149929.15",43,74,39,108,118,53,57,138,115,150,113,128
"ENSG00000169592.14",225,372,38,501,463,355,176,670,445,426,459,432
"ENSG00000149927.17",26,66,0,3,12,10,12,31,8,10,6,58
"ENSG00000167194.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149926.13",0,1,0,1,0,0,0,1,2,1,5,0
"ENSG00000285043.1",5,14,4,2,5,5,0,5,3,5,3,1
"ENSG00000149925.18",76,86,51,125,81,28,8,92,47,53,68,124
"ENSG00000274904.1",0,0,0,12,1,1,0,0,4,5,1,5
"ENSG00000149923.13",259,307,233,791,415,211,162,551,767,621,690,421
"ENSG00000149922.10",17,18,0,0,7,9,0,12,6,24,5,11
"ENSG00000090238.11",118,123,155,358,232,235,195,242,222,290,143,231
"ENSG00000250616.2",19,7,0,43,19,1,21,13,39,26,27,23
"ENSG00000102886.14",7,37,0,6,13,30,0,18,3,30,18,44
"ENSG00000261367.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000275371.1",0,0,0,0,0,2,0,0,0,0,1,1
"ENSG00000102882.11",251,316,93,433,304,130,171,293,194,301,335,343
"ENSG00000102879.15",66,138,146,48,60,87,21,136,40,58,22,208
"ENSG00000261416.1",0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000169627.7",1,5,0,0,1,2,7,4,5,4,5,0
"ENSG00000132207.17",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213599.10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261052.5",1,0,0,0,2,1,0,3,2,1,3,1
"ENSG00000258130.8",1,0,0,1,0,1,0,0,0,0,0,1
"ENSG00000278887.2",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000261444.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261203.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198064.13",1,31,1,8,8,17,15,25,10,3,8,6
"ENSG00000183604.14",68,22,81,110,107,73,139,118,100,282,219,127
"ENSG00000273724.1",1,0,0,4,6,6,0,2,3,7,3,5
"ENSG00000169217.8",459,418,297,1497,1122,365,385,945,1066,1254,879,1017
"ENSG00000260219.2",13,30,0,54,43,12,33,26,41,47,32,38
"ENSG00000169221.13",160,406,70,440,356,189,179,366,400,332,498,320
"ENSG00000274653.1",7,0,0,4,4,1,0,5,7,6,8,0
"ENSG00000180209.11",2,0,0,14,3,0,0,4,3,1,0,1
"ENSG00000180035.12",71,105,113,251,152,83,22,204,252,176,215,169
"ENSG00000180096.11",28,16,44,12,13,15,1,17,16,16,12,49
"ENSG00000280137.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000179965.11",23,40,22,68,62,16,65,69,49,58,68,48
"ENSG00000199787.1",0,2,0,4,0,0,0,0,1,0,0,0
"ENSG00000179958.8",151,96,156,298,330,54,67,197,378,233,241,218
"ENSG00000179918.18",498,465,282,1836,1053,110,1355,556,837,1003,767,817
"ENSG00000202476.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000222701.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000005844.17",73,54,60,59,119,154,87,102,86,76,20,277
"ENSG00000261346.1",4,8,0,0,3,0,0,0,0,3,0,0
"ENSG00000260487.1",8,8,9,0,0,1,0,1,0,4,0,2
"ENSG00000251706.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261332.1",0,5,0,0,0,0,0,1,0,3,0,1
"ENSG00000266305.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169957.9",223,194,78,448,314,109,169,340,393,319,340,347
"ENSG00000261459.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278922.1",0,5,6,2,6,1,0,1,2,4,0,5
"ENSG00000169955.7",127,117,75,307,278,46,128,195,233,268,270,286
"ENSG00000260869.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235560.3",14,0,12,26,55,10,46,25,62,51,30,67
"ENSG00000260494.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000169951.9",47,81,34,136,113,47,18,109,126,160,89,71
"ENSG00000229809.8",81,106,63,162,78,35,72,133,94,120,120,114
"ENSG00000239791.1",0,7,0,0,0,1,0,0,0,1,1,0
"ENSG00000197162.9",199,263,91,162,322,67,135,328,357,308,386,275
"ENSG00000260167.1",0,0,0,0,3,0,0,2,1,2,8,1
"ENSG00000261588.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156853.12",77,125,26,165,226,44,120,181,209,279,185,243
"ENSG00000260678.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261680.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260113.3",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000156858.11",74,133,105,141,147,129,129,215,165,128,187,139
"ENSG00000156860.15",344,605,159,825,552,353,136,1048,454,598,827,621
"ENSG00000252074.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261840.2",9,7,0,11,10,3,7,4,13,13,14,7
"ENSG00000080603.16",99,121,43,171,123,57,44,143,108,143,195,145
"ENSG00000222287.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000282034.1",11,4,16,21,33,8,32,31,19,56,23,48
"ENSG00000206755.1",1,0,0,1,3,3,0,7,3,3,4,2
"ENSG00000281991.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260899.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000156873.15",205,246,80,412,280,98,87,293,335,419,260,207
"ENSG00000196118.11",23,35,0,46,25,18,33,77,19,34,30,20
"ENSG00000103549.21",878,1336,674,2867,2140,617,1186,1871,1582,1818,2061,1764
"ENSG00000280211.1",0,0,0,3,0,0,0,3,5,0,0,4
"ENSG00000102870.5",411,571,307,960,692,287,426,712,849,885,854,933
"ENSG00000274848.1",1,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000260082.1",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000274678.1",0,10,0,0,6,1,0,3,0,3,2,11
"ENSG00000099385.11",247,301,126,393,285,156,224,375,211,400,183,455
"ENSG00000260083.1",30,11,58,33,45,12,61,17,76,36,48,38
"ENSG00000265991.1",0,2,0,0,0,0,0,5,0,0,0,0
"ENSG00000262721.1",3,0,0,1,6,2,13,3,0,5,0,6
"ENSG00000211591.1",0,0,0,0,1,0,0,1,0,0,2,3
"ENSG00000150281.6",26,104,4,11,25,19,0,35,13,57,1,34
"ENSG00000230447.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260852.1",16,44,24,144,34,151,41,57,58,42,92,48
"ENSG00000099364.16",101,277,70,197,146,104,47,252,139,172,166,145
"ENSG00000261487.1",0,0,0,0,0,0,0,0,0,0,0,3
"ENSG00000175938.6",152,145,161,312,212,37,39,113,157,214,181,166
"ENSG00000275263.1",0,0,0,3,1,0,0,1,1,0,3,2
"ENSG00000099381.17",174,471,128,448,297,264,408,555,254,318,592,318
"ENSG00000279196.1",0,4,0,0,0,5,0,0,1,0,1,3
"ENSG00000099377.13",78,175,113,276,184,85,31,122,155,138,193,158
"ENSG00000099365.10",3,18,0,14,12,32,11,21,4,16,7,22
"ENSG00000103496.14",175,280,162,394,392,281,285,528,344,491,344,458
"ENSG00000260911.2",0,0,23,10,3,0,3,9,2,1,9,11
"ENSG00000232748.3",0,0,0,0,0,5,0,2,0,0,1,0
"ENSG00000167394.12",40,61,15,62,39,25,1,41,70,41,59,24
"ENSG00000261124.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167395.10",218,365,195,602,452,297,184,492,499,567,521,569
"ENSG00000151006.7",6,17,2,3,16,15,0,14,9,17,16,23
"ENSG00000255439.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167397.14",94,38,38,284,247,23,21,131,344,235,97,134
"ENSG00000280160.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000103507.13",230,318,218,954,475,234,242,399,552,416,420,299
"ENSG00000103510.19",323,333,345,856,718,164,384,623,600,874,709,709
"ENSG00000262766.1",1,17,0,1,2,4,3,4,5,13,17,15
"ENSG00000278133.1",86,69,74,397,361,70,253,232,217,368,306,280
"ENSG00000261385.1",0,6,0,0,3,0,0,5,0,0,1,0
"ENSG00000052344.15",931,869,546,3838,2357,626,705,1159,2185,1360,2083,1017
"ENSG00000178226.10",9,2,1,25,10,3,0,9,22,14,18,26
"ENSG00000263343.1",0,1,0,1,0,0,0,1,0,1,0,1
"ENSG00000262366.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000089280.18",731,817,730,2010,1892,793,1535,1632,1313,1931,3377,2719
"ENSG00000260304.1",0,0,0,0,3,0,0,1,0,0,0,0
"ENSG00000260060.1",0,15,0,2,7,5,0,4,3,1,17,2
"ENSG00000103490.13",73,64,91,20,41,28,0,105,23,83,4,143
"ENSG00000261359.2",3,2,0,0,4,0,0,2,2,2,1,14
"ENSG00000177238.13",2,0,1,17,48,0,0,1,0,0,0,1
"ENSG00000169900.7",3,4,16,0,0,0,0,5,0,0,0,1
"ENSG00000169896.17",50,108,171,92,79,84,44,130,62,107,26,313
"ENSG00000140678.16",95,186,107,185,121,308,86,251,157,143,87,324
"ENSG00000261245.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156886.11",0,4,0,2,0,15,9,0,12,1,0,0
"ENSG00000260757.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000156885.5",0,0,0,7,1,0,0,0,0,0,0,0
"ENSG00000277543.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000176723.9",16,10,15,6,27,11,17,20,14,38,8,50
"ENSG00000261474.1",11,17,12,56,29,31,47,40,47,46,55,74
"ENSG00000260267.1",160,219,81,455,229,322,139,285,370,291,348,274
"ENSG00000140691.16",43,81,17,178,95,66,44,79,68,84,95,76
"ENSG00000280132.1",1,0,7,1,2,0,0,3,0,7,3,12
"ENSG00000140682.18",60,211,204,93,79,161,61,327,50,194,22,147
"ENSG00000140675.12",0,2,16,1,0,0,0,0,0,2,3,1
"ENSG00000260740.2",0,0,0,0,3,0,0,0,0,1,0,2
"ENSG00000140688.16",928,1136,592,2838,2066,939,954,1554,1535,1718,1522,1224
"ENSG00000260625.2",3,1,0,15,3,5,1,11,24,16,1,23
"ENSG00000169877.9",0,0,0,1,0,0,0,0,1,1,1,0
"ENSG00000261648.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000213547.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261475.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260883.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261741.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000278885.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261614.1",2,4,1,2,0,1,2,0,2,0,0,1
"ENSG00000260010.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237185.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260631.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260472.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260568.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131797.12",191,331,105,338,327,148,95,342,129,360,421,460
"ENSG00000276867.1",1,0,6,5,6,0,0,3,0,4,5,10
"ENSG00000261731.2",0,0,0,1,0,0,0,0,0,0,1,0
"ENSG00000197302.10",204,161,133,998,1461,268,1534,873,658,1078,785,1237
"ENSG00000259810.2",6,0,0,4,10,1,5,6,1,7,9,16
"ENSG00000260722.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261457.3",2,0,0,0,1,0,0,0,0,1,0,1
"ENSG00000180663.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261284.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259874.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185947.14",149,82,118,598,721,180,1146,589,586,749,299,1178
"ENSG00000259950.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261289.2",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000197476.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260218.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260628.5",0,1,0,1,0,3,0,2,0,2,0,1
"ENSG00000261727.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261704.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223931.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260048.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270472.2",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000230267.7",5,2,0,0,4,7,0,4,0,0,1,11
"ENSG00000260584.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279997.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260847.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260649.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260540.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260344.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260575.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205456.11",0,0,0,0,1,0,0,0,0,1,0,3
"ENSG00000260402.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259822.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261127.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260516.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260327.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260866.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260307.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261541.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260662.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261233.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259966.5",0,6,0,0,0,0,0,0,0,0,0,0
"ENSG00000262187.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261111.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261569.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261263.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260311.1",0,0,0,0,0,0,0,0,0,0,0,0
